"";"GRID_NAME_maille";"nb.data";"nb.dates";"nb.obs";"sr";"Axis1";"Axis2";"lat.wgs84";"lon.wgs84"
"184";"E025N685";5123;1174;75;127;0,770072410813606;0,830923858282272;48,6698697629504;-3,03064045285797
"185";"E025N686";26743;2517;221;235;-2,18265501597235;1,09205336176773;48,7383776899224;-3,03531214167712
"186";"E025N687";15453;1416;308;220;-1,29750503411646;-0,276396413942767;48,8202364323425;-3,05872656900878
"187";"E025N688";9015;853;254;227;-0,61332334286383;-0,732505413946921;48,8703566918822;-3,09471806147585
"188";"E026N672";42130;2022;568;303;-4,08609135060494;-0,736253590826066;47,5097855644227;-2,74456945622851
"189";"E026N673";38442;2119;681;281;-4,24205570664564;-1,00304386199483;47,5611272991582;-2,75532375987839
"190";"E026N674";31278;2574;574;256;-3,74986933027973;-0,221186603345432;47,6511690576969;-2,77256010753481
"191";"E026N675";7289;716;158;157;0,464188864231108;-0,0168041430452941;47,7489084012531;-2,82134146360427
"192";"E026N676";9426;666;129;166;0,457239828583883;0,0345641016122505;47,8449666426154;-2,81469027338751
"193";"E026N677";5304;569;114;152;0,813787380011661;0,0179048700672263;47,9117022445688;-2,82524876136887
"194";"E026N678";1507;133;53;101;1,86383331652469;0,174715595852378;48,0129287956599;-2,84296417304044
"195";"E026N679";5836;560;110;169;0,670875207314054;-0,0860241211184388;48,0916559370706;-2,83874069069685
"196";"E026N680";941;143;64;97;1,87037798360558;0,157925585221676;48,1969834589559;-2,84702746922436
"197";"E026N681";1913;269;81;132;1,39726550283623;-0,0356048033452023;48,294122654339;-2,90309518605135
"198";"E026N682";2088;369;95;139;1,21725305867049;-0,0535561665075653;48,3739579927116;-2,87276560282773
"199";"E026N683";1587;244;89;114;1,55155190379199;0,0379905030189858;48,4762761314343;-2,86582254399162
"200";"E026N684";3149;592;135;136;0,927281556007681;0,0249802665413096;48,5704331028293;-2,89388773551973
"201";"E026N685";10884;1355;160;204;-0,476243756865428;0,234550209887114;48,6600682427025;-2,89360646983435
"202";"E026N686";14569;1343;163;230;-0,810657733380988;0,109901743016456;48,7335774381019;-2,94411759414125
"203";"E026N687";3748;250;119;161;0,974559644958231;-0,360862558186957;48,8499429743297;-2,99237036338992
"204";"E027N671";NA;NA;NA;NA;NA;NA;47,4112983433766;-2,63613648679583
"205";"E027N672";17338;1355;369;279;-2,03293597366378;-0,93858697170935;47,5057533227839;-2,66473903368513
